Quarter,gsl,states,entities,sumlevel,program_label,program,sub_program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size
31-Dec-16,County,WA Washington,WA San Juan County 53055,9,Summary of All HUD Programs,1,NA,055 San Juan County,53055,21,80,17,100,4,6,1.2,20,332,631,11588,9850,-1,65,12,24,-1,-1,-1,100,24,100,76,-1,-1,76,-1,100,89,80,6,12,29,53,-1,0,-1,-1,-1,100,-1,-1,-1,0,0,71,105,94,109,59,41,-1,29,13,13,75,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA San Juan County 53055,9,Housing Choice Vouchers,3,NA,055 San Juan County,53055,21,80,17,100,4,6,1.2,20,332,631,11588,9850,-1,65,12,24,-1,-1,-1,100,24,100,76,-1,-1,76,-1,100,89,80,6,12,29,53,-1,0,-1,-1,-1,100,-1,-1,-1,0,0,71,105,94,109,59,41,-1,29,13,13,75,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Skagit County 53057,9,Summary of All HUD Programs,1,NA,057 Skagit County,53057,1012,86,873,100,5,11,1.9,1635,342,544,13314,7109,6,38,27,12,17,20,3,75,26,94,72,6,24,73,26,61,54,34,1,39,22,38,3,22,2,1,1,78,0,16,2,18,0,54,94,91,97,53,25,22,14,23,32,55,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Skagit County 53057,9,Public Housing,2,NA,057 Skagit County,53057,191,98,188,100,5,6,1.9,356,301,378,13121,6929,9,31,30,13,17,19,4,74,26,94,71,3,31,82,33,57,62,35,2,43,19,37,3,9,2,2,1,91,-1,3,-1,3,0,13,80,100,65,57,14,28,8,17,16,60,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Skagit County 53057,9,Housing Choice Vouchers,3,NA,057 Skagit County,53057,643,80,512,100,5,12,2.0,1031,383,631,13929,6917,4,39,26,12,20,22,2,73,26,93,72,8,25,71,28,63,84,37,0,44,28,27,0,28,2,1,1,72,-1,23,0,23,0,65,103,91,123,43,32,25,19,22,34,58,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Skagit County 53057,9,Project Based Section 8,5,NA,057 Skagit County,53057,178,95,173,100,6,13,1.4,248,265,462,11706,8166,7,41,29,14,9,13,3,82,24,97,74,3,13,69,13,49,16,20,1,21,8,71,9,21,-1,1,2,77,1,9,8,17,0,-1,80,80,50,75,17,8,6,32,43,41,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Skamania County 53059,9,Summary of All HUD Programs,1,NA,059 Skamania County,53059,133,92,127,100,6,14,1.9,247,294,573,12585,6471,10,33,27,17,13,20,4,75,22,98,80,6,28,83,30,53,66,32,4,43,26,28,2,7,1,2,-1,93,1,3,-1,4,0,12,88,84,87,29,46,25,33,17,11,68,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Skamania County 53059,9,Housing Choice Vouchers,3,NA,059 Skamania County,53059,97,94,92,100,6,15,1.9,177,314,548,13364,6946,5,35,29,16,14,15,3,80,23,99,76,5,24,84,26,66,63,38,2,39,29,29,3,7,-1,2,-1,93,1,3,-1,4,0,12,85,78,106,32,46,23,35,15,11,68,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Skamania County 53059,9,Project Based Section 8,5,NA,059 Skamania County,53059,36,87,35,100,6,11,2.0,70,242,644,10537,5268,23,29,23,17,9,34,6,60,18,97,91,6,40,80,40,22,75,17,9,51,17,23,-1,9,3,3,-1,91,-1,3,-1,3,0,-1,96,100,46,23,46,31,29,22,10,65,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Snohomish County 53061,9,Summary of All HUD Programs,1,NA,061 Snohomish County,53061,8347,97,8080,100,5,8,2.2,17776,360,852,14911,6778,6,34,23,14,23,24,5,67,20,97,83,11,27,70,30,46,53,27,2,41,22,35,4,26,9,2,10,74,0,4,1,5,1,39,95,93,103,40,35,26,15,18,33,43,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Snohomish County 53061,9,Public Housing,2,NA,061 Snohomish County,53061,288,99,286,100,6,7,2.6,756,434,315,19437,7353,4,31,19,11,35,35,3,58,24,91,77,22,17,58,21,34,46,19,2,40,26,33,4,30,8,1,16,70,-1,5,0,5,1,26,125,99,92,35,34,31,9,29,36,30,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Snohomish County 53061,9,Housing Choice Vouchers,3,NA,061 Snohomish County,53061,6507,97,6343,100,5,8,2.3,14564,372,957,15203,6621,6,33,23,15,24,25,5,66,20,97,82,11,30,72,33,48,70,29,2,45,25,28,2,23,10,2,6,77,0,4,0,5,1,40,93,96,117,34,37,29,18,18,32,45,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Snohomish County 53061,9,Mod Rehab,4,NA,061 Snohomish County,53061,29,100,27,93,3,11,1.0,27,162,528,6753,6753,22,57,22,-1,-1,7,11,63,11,100,100,-1,-1,67,-1,77,80,78,-1,52,30,19,-1,7,-1,-1,4,93,-1,4,-1,4,0,-1,78,-1,-1,100,-1,-1,-1,31,23,22,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Snohomish County 53061,9,Project Based Section 8,5,NA,061 Snohomish County,53061,913,95,873,100,6,9,2.0,1789,306,685,13050,6368,11,36,23,12,18,24,7,67,18,99,87,11,24,67,26,25,36,17,4,35,12,49,6,34,4,2,23,62,-1,2,4,6,2,-1,102,71,40,40,44,16,11,19,36,36,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Snohomish County 53061,9,202/PRAC,8,NA,061 Snohomish County,53061,528,99,515,99,7,7,1.2,597,278,235,12514,10795,5,39,30,16,10,1,4,94,19,100,89,-1,-1,69,-1,-1,13,12,-1,-1,-1,100,19,47,0,1,43,49,-1,1,2,3,1,-1,91,92,18,100,-1,-1,-1,19,35,39,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Snohomish County 53061,9,811/PRAC,9,NA,061 Snohomish County,53061,82,95,36,46,7,8,1.2,43,304,334,13043,10919,3,53,17,17,11,6,3,92,20,97,89,-1,6,44,3,100,83,93,3,53,31,14,-1,11,3,3,-1,86,-1,-1,6,6,0,-1,89,3,20,89,11,-1,-1,17,22,50,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Spokane County 53063,9,Summary of All HUD Programs,1,NA,063 Spokane County,53063,7100,97,6929,100,6,14,1.8,12750,290,482,11231,6104,10,43,25,12,9,13,8,76,23,98,79,7,21,66,23,58,48,33,3,39,23,35,3,19,7,4,4,80,0,3,1,4,3,7,78,70,90,60,26,14,10,28,17,47,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Spokane County 53063,9,Public Housing,2,NA,063 Spokane County,53063,74,99,73,100,5,7,3.6,260,362,628,15762,4426,13,18,17,23,30,40,3,55,27,89,60,10,73,90,78,33,100,16,-1,75,21,4,-1,27,10,5,8,73,-1,4,-1,4,1,24,86,100,119,-1,5,95,19,17,15,71,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Spokane County 53063,9,Housing Choice Vouchers,3,NA,063 Spokane County,53063,4374,97,4319,100,5,13,2.1,9108,310,530,11253,5336,12,43,23,11,11,16,9,71,22,98,80,9,28,68,30,56,76,33,2,50,27,21,1,22,8,5,4,78,0,4,1,4,3,7,82,90,98,48,34,18,15,26,17,51,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Spokane County 53063,9,Mod Rehab,4,NA,063 Spokane County,53063,52,-4,10,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Spokane County 53063,9,Project Based Section 8,5,NA,063 Spokane County,53063,2175,96,2113,100,6,15,1.4,2923,251,420,10941,7909,8,44,30,13,5,8,6,84,24,98,77,4,10,62,11,58,33,32,4,21,15,60,7,15,5,3,3,82,0,2,2,4,3,-1,73,27,58,81,14,5,2,31,18,40,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Spokane County 53063,9,S236/BMIR,7,NA,063 Spokane County,53063,1,-4,1,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Spokane County 53063,9,202/PRAC,8,NA,063 Spokane County,53063,242,99,242,100,7,13,1.1,262,281,254,12962,11973,4,34,29,24,9,-1,3,97,29,96,59,-1,-1,77,-1,-1,21,19,-1,-1,-1,100,19,9,0,2,5,87,-1,1,1,2,1,-1,63,57,39,100,-1,-1,-1,29,17,45,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Spokane County 53063,9,811/PRAC,9,NA,063 Spokane County,53063,182,96,171,98,7,13,1.1,186,242,489,10297,9467,7,56,25,8,4,1,8,90,23,97,86,-1,4,53,2,100,91,92,2,46,38,13,-1,15,4,6,1,84,1,1,2,4,4,-1,75,100,38,98,2,-1,1,26,17,52,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Stevens County 53065,9,Summary of All HUD Programs,1,NA,065 Stevens County,53065,359,97,354,100,6,14,1.9,666,298,506,11018,5856,7,51,26,10,6,13,6,80,25,97,73,6,20,74,22,66,51,35,1,39,29,31,3,7,1,4,-1,92,0,2,1,3,2,25,71,93,110,42,37,20,24,21,10,69,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Stevens County 53065,9,Housing Choice Vouchers,3,NA,065 Stevens County,53065,276,97,273,100,5,15,2.1,580,311,530,10930,5145,7,51,27,9,7,15,7,76,24,98,76,7,26,75,28,61,76,33,1,44,32,23,1,6,0,3,-1,94,0,2,1,3,1,25,72,98,126,28,45,26,29,21,10,69,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Stevens County 53065,9,Project Based Section 8,5,NA,065 Stevens County,53065,56,96,54,100,6,7,1.1,58,266,385,11890,11070,6,44,24,19,7,2,6,93,30,93,61,-1,-1,72,-1,90,21,47,-1,11,28,61,6,11,-1,11,-1,87,-1,-1,-1,0,4,-1,77,65,43,85,15,-1,9,19,9,68,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Stevens County 53065,9,202/PRAC,8,NA,065 Stevens County,53065,13,99,13,100,9,8,1.1,14,256,497,11644,10813,-1,38,46,15,-1,-1,-1,100,29,100,62,-1,-1,77,-1,-1,-1,0,-1,-1,-1,100,23,0,-1,-1,-1,92,-1,-1,-1,0,0,-1,29,100,42,100,-1,-1,-1,25,10,72,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Stevens County 53065,9,811/PRAC,9,NA,065 Stevens County,53065,14,100,14,100,8,7,1.0,14,207,518,8773,8773,14,71,7,7,-1,14,-1,86,22,100,86,-1,-1,50,-1,100,100,100,-1,71,14,14,-1,21,7,14,-1,79,-1,-1,-1,0,7,-1,59,100,35,100,-1,-1,-1,25,10,72,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Thurston County 53067,9,Summary of All HUD Programs,1,NA,067 Thurston County,53067,2672,91,2638,100,5,10,1.9,5018,341,708,12907,6785,6,42,25,13,15,16,5,76,22,97,80,6,26,72,28,60,58,35,2,44,24,30,3,27,7,3,9,73,0,7,1,7,3,22,98,87,102,46,32,23,18,17,23,51,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Thurston County 53067,9,Public Housing,2,NA,067 Thurston County,53067,70,100,70,100,6,19,1.1,75,254,471,11261,10511,4,47,34,11,3,1,3,94,22,100,86,-1,-1,70,-1,100,56,71,-1,10,29,61,7,21,7,3,11,79,-1,-1,-1,0,1,-1,61,100,25,99,1,-1,1,9,27,44,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Thurston County 53067,9,Housing Choice Vouchers,3,NA,067 Thurston County,53067,2068,89,2035,100,5,9,2.0,4083,358,773,13086,6522,6,42,24,12,16,17,6,75,22,97,80,6,30,74,32,61,77,36,2,49,26,23,2,25,8,3,6,75,0,8,0,9,2,24,105,88,115,38,36,26,22,17,22,51,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Thurston County 53067,9,Mod Rehab,4,NA,067 Thurston County,53067,70,94,80,100,4,23,1.1,90,236,595,9835,8743,9,51,24,13,3,15,6,74,19,99,88,-1,6,48,6,81,74,71,6,25,41,28,1,26,11,3,9,74,-1,4,-1,4,4,3,58,48,82,94,6,-1,-1,20,26,43,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Thurston County 53067,9,Project Based Section 8,5,NA,067 Thurston County,53067,405,97,394,100,6,10,1.8,705,295,522,12816,7162,4,40,25,18,12,18,1,79,22,98,79,7,20,66,22,43,29,22,2,31,14,53,6,36,4,3,25,61,0,3,2,5,4,-1,81,87,66,60,23,17,4,22,22,53,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Thurston County 53067,9,202/PRAC,8,NA,067 Thurston County,53067,59,99,59,100,6,14,1.1,65,291,340,13438,12198,5,29,27,29,10,2,3,95,26,100,64,-1,-1,78,-1,-1,3,3,-1,-1,-1,100,20,42,2,3,37,53,-1,-1,-1,0,3,-1,85,100,30,100,-1,-1,-1,9,27,44,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Wahkiakum County 53069,9,Summary of All HUD Programs,1,NA,069 Wahkiakum County,53069,39,97,39,100,5,10,1.5,59,299,575,11803,7802,-1,46,36,15,3,8,5,87,29,95,62,-1,15,62,15,67,52,47,3,26,18,54,5,3,-1,-1,-1,97,-1,3,-1,3,0,26,87,85,91,41,41,18,31,22,8,78,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Wahkiakum County 53069,9,Housing Choice Vouchers,3,NA,069 Wahkiakum County,53069,39,97,39,100,5,10,1.5,59,299,575,11803,7802,-1,46,36,15,3,8,5,87,29,95,62,-1,15,62,15,67,52,47,3,26,18,54,5,3,-1,-1,-1,97,-1,3,-1,3,0,26,87,85,91,41,41,18,31,22,8,78,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Walla Walla County 53071,9,Summary of All HUD Programs,1,NA,071 Walla Walla County,53071,1025,99,1072,100,5,25,1.9,2056,295,546,11700,6100,8,41,28,13,10,18,5,72,24,97,72,8,23,64,25,54,53,32,3,42,25,30,2,24,4,1,1,76,0,17,1,18,1,34,61,89,67,51,29,20,15,21,31,58,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Walla Walla County 53071,9,Housing Choice Vouchers,3,NA,071 Walla Walla County,53071,846,101,900,100,5,26,2.0,1810,301,563,11772,5854,9,41,26,13,12,21,5,68,24,97,71,9,24,64,27,53,67,32,3,44,28,25,2,24,4,1,0,76,0,18,-1,18,1,34,62,92,69,47,32,22,16,22,32,57,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Walla Walla County 53071,9,Project Based Section 8,5,NA,071 Walla Walla County,53071,129,92,126,100,6,23,1.5,188,265,476,11402,7642,6,41,37,11,5,8,4,87,25,98,72,4,17,63,17,52,19,24,4,29,10,57,4,20,2,2,1,78,-1,10,6,15,3,-1,57,62,65,70,17,13,9,17,26,66,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Walla Walla County 53071,9,202/PRAC,8,NA,071 Walla Walla County,53071,24,98,24,100,7,17,1.1,27,282,326,12131,10783,-1,29,54,17,-1,-1,-1,100,28,100,71,-1,-1,67,-1,-1,21,19,-1,-1,-1,100,8,17,-1,4,4,71,-1,4,4,8,0,-1,46,100,43,100,-1,-1,-1,20,26,51,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Walla Walla County 53071,9,811/PRAC,9,NA,071 Walla Walla County,53071,26,84,22,100,5,23,1.4,31,233,470,9999,7096,5,62,19,14,-1,5,-1,91,22,100,86,5,5,64,5,100,100,77,-1,59,18,23,-1,23,-1,-1,9,77,-1,-1,14,14,9,-1,55,100,39,77,23,-1,9,19,24,59,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Whatcom County 53073,9,Summary of All HUD Programs,1,NA,073 Whatcom County,53073,2595,95,2459,100,5,9,1.9,4605,332,584,12904,6890,7,39,28,12,14,16,6,76,23,96,78,4,28,73,29,57,63,34,2,42,25,31,2,19,4,3,3,81,0,8,1,9,2,22,96,78,100,48,31,21,15,22,19,49,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Whatcom County 53073,9,Public Housing,2,NA,073 Whatcom County,53073,590,99,584,100,6,9,1.6,948,309,251,13991,8619,6,38,28,12,17,17,4,76,26,93,74,3,21,65,21,64,63,42,1,35,29,35,2,21,3,3,5,79,0,10,1,10,2,21,97,31,130,66,16,19,10,19,15,57,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Whatcom County 53073,9,Housing Choice Vouchers,3,NA,073 Whatcom County,53073,1723,94,1633,100,5,9,2.0,3249,353,707,12814,6440,7,39,28,12,15,16,6,75,23,97,78,5,30,76,31,56,66,33,2,44,25,29,2,18,4,3,3,82,0,8,1,8,2,22,98,93,104,41,36,24,18,22,20,47,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Whatcom County 53073,9,Project Based Section 8,5,NA,073 Whatcom County,53073,262,95,222,89,6,8,1.7,387,250,590,10699,6138,10,44,29,9,7,12,9,75,20,98,86,3,35,70,35,43,49,27,5,45,22,28,1,18,2,1,5,79,-1,7,2,9,1,-1,80,89,54,50,36,14,9,31,19,47,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Whatcom County 53073,9,202/PRAC,8,NA,073 Whatcom County,53073,20,100,20,100,8,5,1.1,21,283,398,12954,12337,-1,35,40,25,-1,-1,-1,100,27,100,70,-1,-1,85,-1,-1,55,52,-1,-1,-1,100,5,20,-1,-1,10,80,-1,10,-1,10,0,-1,62,100,35,100,-1,-1,-1,29,27,42,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Whitman County 53075,9,Summary of All HUD Programs,1,NA,075 Whitman County,53075,438,96,426,100,5,21,1.8,768,291,513,11552,6408,8,38,28,16,10,15,4,75,23,98,74,8,20,65,21,65,44,35,3,45,24,29,3,14,4,3,3,83,-1,4,0,4,3,12,61,80,100,54,27,19,17,31,15,53,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Whitman County 53075,9,Housing Choice Vouchers,3,NA,075 Whitman County,53075,294,97,290,100,5,22,2.1,620,307,530,11506,5382,9,37,25,18,11,20,5,68,22,99,76,12,28,66,29,59,65,30,2,57,25,17,1,14,5,2,3,86,-1,5,0,5,2,12,60,94,111,37,35,28,24,31,17,51,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Whitman County 53075,9,Project Based Section 8,5,NA,075 Whitman County,53075,133,93,126,100,6,20,1.1,137,256,495,11553,10626,7,37,34,12,10,6,4,88,25,96,73,-1,4,63,3,89,33,55,5,21,24,51,6,13,1,6,4,78,-1,2,1,2,5,-1,60,46,51,90,10,-1,3,33,13,55,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Whitman County 53075,9,202/PRAC,8,NA,075 Whitman County,53075,11,-4,10,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Yakima County 53077,9,Summary of All HUD Programs,1,NA,077 Yakima County,53077,1864,89,1691,100,6,19,2.0,3378,298,478,12383,6199,8,43,22,14,13,20,6,72,28,93,66,3,32,69,31,38,39,21,5,39,17,40,4,44,4,4,1,56,0,33,3,36,1,22,69,74,76,57,20,22,7,29,62,59,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Yakima County 53077,9,Public Housing,2,NA,077 Yakima County,53077,140,99,139,100,8,14,2.2,311,351,250,14815,6622,4,41,22,12,20,27,5,68,31,89,65,2,32,70,32,47,32,23,2,41,17,40,3,76,-1,1,-1,24,-1,75,-1,75,0,22,85,99,58,58,-1,42,6,34,87,63,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Yakima County 53077,9,Housing Choice Vouchers,3,NA,077 Yakima County,53077,960,83,805,100,5,21,2.4,1949,329,556,13034,5383,10,39,19,14,18,28,8,62,27,91,65,4,47,72,44,31,59,18,4,54,19,22,2,43,5,4,1,57,0,33,0,34,1,22,66,91,92,38,30,32,12,31,58,55,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Yakima County 53077,9,Project Based Section 8,5,NA,077 Yakima County,53077,671,95,656,100,6,20,1.6,1025,256,477,11134,7126,7,48,25,14,6,11,4,82,26,95,68,4,18,64,19,48,32,26,7,24,16,54,6,41,2,4,1,58,-1,26,7,33,2,-1,69,52,57,75,15,9,3,29,64,63,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Yakima County 53077,9,202/PRAC,8,NA,077 Yakima County,53077,82,98,81,100,6,11,1.0,83,252,139,12327,12030,-1,44,36,15,5,-1,-1,100,31,95,56,-1,-1,81,-1,-1,28,28,-1,-1,-1,100,12,20,2,-1,1,80,-1,16,-1,16,0,-1,71,48,30,100,-1,-1,-1,13,38,62,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA Yakima County 53077,9,811/PRAC,9,NA,077 Yakima County,53077,12,-4,10,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA MISSING 53XXX,9,Summary of All HUD Programs,1,NA,XXX MISSING,53XXX,272,93,224,88,5,0,2.2,482,74,719,13604,6322,9,38,19,13,22,22,8,64,-1,-1,-1,5,36,75,36,53,80,33,2,51,27,19,1,31,20,3,3,68,-1,5,-1,5,1,-1,352,16,85,83,10,7,5,-1,-1,-1,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA MISSING 53XXX,9,Housing Choice Vouchers,3,NA,XXX MISSING,53XXX,232,92,212,99,4,0,2.2,460,56,744,13426,6188,9,38,19,13,21,22,8,64,-1,-1,-1,5,37,74,37,53,85,33,2,52,26,19,1,33,21,3,3,67,-1,5,-1,5,1,-1,365,12,102,85,8,7,5,-1,-1,-1,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WA Washington,WA MISSING 53XXX,9,Project Based Section 8,5,NA,XXX MISSING,53XXX,41,98,12,30,7,-1,1.8,22,385,584,16746,9134,-1,33,17,17,33,25,-1,75,-1,-1,-1,17,8,100,25,56,-1,27,-1,33,42,25,-1,8,8,-1,-1,83,-1,-1,-1,0,8,-1,107,92,47,42,42,17,17,-1,-1,-1,NA,NA,NA,NA,NA,WA,NA,NA
31-Dec-16,County,WV West Virginia,WV Barbour County 54001,9,Summary of All HUD Programs,1,NA,001 Barbour County,54001,257,88,236,100,5,13,1.6,379,235,429,9607,5982,14,50,22,11,3,13,1,82,27,95,70,5,22,67,23,59,37,34,5,38,25,32,1,3,0,2,0,97,-1,-1,-1,0,1,10,66,53,136,53,29,17,19,27,6,69,NA,NA,NA,NA,NA,WV,NA,NA
31-Dec-16,County,WV West Virginia,WV Barbour County 54001,9,Housing Choice Vouchers,3,NA,001 Barbour County,54001,130,81,110,100,4,9,2.0,223,228,459,8584,4234,21,47,19,11,2,22,3,68,22,98,77,8,38,75,41,45,87,27,7,57,22,14,1,2,1,1,-1,98,-1,-1,-1,0,1,10,64,94,145,21,52,27,32,25,6,70,NA,NA,NA,NA,NA,WV,NA,NA
31-Dec-16,County,WV West Virginia,WV Barbour County 54001,9,Project Based Section 8,5,NA,001 Barbour County,54001,127,96,126,100,6,16,1.2,156,241,402,10500,8481,9,53,24,11,3,6,-1,94,30,93,63,2,8,60,7,80,25,44,3,21,28,48,2,3,-1,2,1,96,-1,-1,-1,0,1,-1,68,18,92,82,10,9,7,28,7,68,NA,NA,NA,NA,NA,WV,NA,NA
31-Dec-16,County,WV West Virginia,WV Berkeley County 54003,9,Summary of All HUD Programs,1,NA,003 Berkeley County,54003,1011,91,930,100,4,15,1.7,1608,289,515,12928,7477,11,31,29,14,16,20,3,75,23,96,77,4,26,63,27,46,33,26,7,32,21,40,3,29,27,0,0,70,0,1,0,2,1,20,73,65,91,59,25,16,7,25,21,57,NA,NA,NA,NA,NA,WV,NA,NA
31-Dec-16,County,WV West Virginia,WV Berkeley County 54003,9,Public Housing,2,NA,003 Berkeley County,54003,327,99,324,100,3,16,1.5,499,272,363,13158,8544,11,34,27,15,14,13,2,85,25,93,77,1,19,59,18,58,27,31,6,26,22,47,4,18,18,-1,-1,82,-1,-1,-1,0,0,15,69,36,38,76,16,8,1,31,21,56,NA,NA,NA,NA,NA,WV,NA,NA
